[2026-03-08 17:26:05.090 15093-15150 m140.box                com.example.campusguide              I  getExecutor  CREATED  boq@6980a3b[Network]
 2026-03-08 17:26:05.103 15093-15150 GMM-Satell...nnectivity com.example.campusguide              W  WIFI  isActiveNetworkSatellite: false
 2026-03-08 17:27:07.416 15093-15093 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:07.536 15093-15147 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:07.779 15093-15093 Choreographer           com.example.campusguide              I  Skipped 32 frames!  The application may be doing too much work on its main thread.
 2026-03-08 17:27:07.822 15093-15093 m140.dpe                com.example.campusguide              W  ClientArea created with texture coordinates, but has a non-textured style.
 2026-03-08 17:27:07.826 15093-15093 m140.dfg                com.example.campusguide              W  ScreenPixelGeometryUnpacker int[] getVertices not supported; float-precision would be lost.
 2026-03-08 17:27:07.832 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:07.848 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:07.858 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:07.951 15093-15382 m140.epd                com.example.campusguide              I  Found 47 zoom mappings
 2026-03-08 17:27:07.960 15093-15382 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:07.999 15093-15382 m140.epd                com.example.campusguide              I  Found 47 zoom mappings
 2026-03-08 17:27:08.012 15093-15382 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:08.022 15093-15382 m140.epd                com.example.campusguide              I  Found 47 zoom mappings
 2026-03-08 17:27:08.035 15093-15378 m140.fhw                com.example.campusguide              W  onContextLost - The atlas still contained allocations, could be a bug.
 2026-03-08 17:27:08.079 15093-15382 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:08.093 15093-15382 m140.epd                com.example.campusguide              I  Found 47 zoom mappings
 2026-03-08 17:27:08.113 15093-15382 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:08.119 15093-15382 m140.epd                com.example.campusguide              I  Found 47 zoom mappings
 2026-03-08 17:27:08.127 15093-15382 m140.epd                com.example.campusguide              I  Zoom tables loaded
 2026-03-08 17:27:08.206 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.219 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.227 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.236 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.247 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.263 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.277 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.296 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.307 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.331 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.344 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.362 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.374 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.393 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.400 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.412 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.426 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.437 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.450 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.463 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.476 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.497 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.530 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.544 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.564 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.575 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.587 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.596 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.613 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.627 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.651 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.663 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.671 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.679 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.694 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:08.702 15093-15093 Choreographer           com.example.campusguide              I  Skipped 35 frames!  The application may be doing too much work on its main thread.
 2026-03-08 17:27:08.986 15093-15378 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:09.007 15093-15378 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:09.170 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.193 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.202 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.233 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.261 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.280 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.281 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.307 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.313 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.316 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.321 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.375 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.376 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.409 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.410 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.425 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.543 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.543 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.561 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.607 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.628 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.643 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.653 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.658 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.668 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.673 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.713 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.719 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.726 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.727 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.728 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.730 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.734 15093-15099 ple.campusguide         com.example.campusguide              W  Suspending all threads took: 5.273ms
 2026-03-08 17:27:09.788 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.823 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:09.825 15093-15378 m140.dvr                com.example.campusguide              W  InternalStyle with id -1 not found in namespace: [GMM-CLIENT-INJECTED-STYLE-NAMESPACE, 1]. Has this style been destroyed?
 2026-03-08 17:27:10.134 15093-15099 ple.campusguide         com.example.campusguide              I  Background concurrent mark compact GC freed 9917KB AllocSpace bytes, 151(13MB) LOS objects, 36% free, 41MB/65MB, paused 8.594ms,10.482ms total 988.018ms
 2026-03-08 17:27:10.679 15093-15093 Choreographer           com.example.campusguide              I  Skipped 117 frames!  The application may be doing too much work on its main thread.
 2026-03-08 17:27:11.150 15093-15379 m140.caw                com.example.campusguide              I  Initial labeling completed.
 2026-03-08 17:27:11.758 15093-15099 ple.campusguide         com.example.campusguide              I  Background concurrent mark compact GC freed 15MB AllocSpace bytes, 206(11MB) LOS objects, 35% free, 42MB/66MB, paused 1.362ms,5.816ms total 368.226ms
 2026-03-08 17:27:13.227 15093-15093 USABILITY               com.example.campusguide              D  Zoom In,6.153
 2026-03-08 17:27:13.513 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:13.846 15093-15147 ple.campusguide         com.example.campusguide              W  JNI critical lock held for 16.445ms on Thread[46,tid=15147,Runnable,Thread*=0x7d0e249656c0,peer=0x24ece48,"androidmapsapi-TilePrep_1"]
 2026-03-08 17:27:13.875 15093-15093 USABILITY               com.example.campusguide              D  Zoom In,0.647
 2026-03-08 17:27:14.005 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.055 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.137 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.336 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.355 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.379 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.386 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:14.462 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:15.532 15093-15147 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.083 15093-15099 ple.campusguide         com.example.campusguide              I  Background concurrent mark compact GC freed 10MB AllocSpace bytes, 186(14MB) LOS objects, 35% free, 43MB/67MB, paused 2.263ms,4.277ms total 411.538ms
 2026-03-08 17:27:16.166 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.201 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.227 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.242 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.245 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.261 15093-15379 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:16.438 15093-15093 USABILITY               com.example.campusguide              D  Map Controls Hidden Toggle,2.564
 2026-03-08 17:27:17.830 15093-15093 USABILITY               com.example.campusguide              D  Click on Shuttle Stop marker,1.392
 2026-03-08 17:27:18.203 15093-15093 InsetsController        com.example.campusguide              D  hide(ime(), fromIme=false)
 2026-03-08 17:27:18.203 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:a7340605: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
 2026-03-08 17:27:20.590 15093-15093 USABILITY               com.example.campusguide              D  Show Shuttle full schedule,2.76
 2026-03-08 17:27:20.637 15093-15093 WindowOnBackDispatcher  com.example.campusguide              W  sendCancelIfRunning: isInProgress=false callback=androidx.navigationevent.OnBackInvokedInput$createOnBackAnimationCallback$1@864efb
 2026-03-08 17:27:20.663 15093-15110 HWUI                    com.example.campusguide              D  endAllActiveAnimators on 0x7d0d949e6b60 (UnprojectedRipple) with handle 0x7d0e74976020
 2026-03-08 17:27:21.311 15093-15093 Choreographer           com.example.campusguide              I  Skipped 39 frames!  The application may be doing too much work on its main thread.
 2026-03-08 17:27:21.318 15093-15105 HWUI                    com.example.campusguide              I  Davey! duration=711ms; Flags=1, FrameTimelineVsyncId=123314, IntendedVsync=19730426192147, Vsync=19730426192147, InputEventId=0, HandleInputStart=19730428500860, AnimationStart=19730428502262, PerformTraversalsStart=19730536658430, DrawStart=19731111525776, FrameDeadline=19730442858813, FrameStartTime=19730428496512, FrameInterval=16666666, WorkloadTarget=16666666, SyncQueued=19731123078761, SyncStart=19731123512781, IssueDrawCommandsStart=19731123582504, SwapBuffers=19731132066623, FrameCompleted=19731137966797, DequeueBufferDuration=6688, QueueBufferDuration=889117, GpuCompleted=19731137794598, SwapBuffersCompleted=19731137966797, DisplayPresentTime=0, CommandSubmissionCompleted=19731132066623,
 2026-03-08 17:27:21.876 15093-15093 InsetsController        com.example.campusguide              D  hide(ime(), fromIme=false)
 2026-03-08 17:27:21.876 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:2b38117e: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
 2026-03-08 17:27:22.044 15093-15093 ple.campusguide         com.example.campusguide              I  hiddenapi: Accessing hidden method Landroid/view/ViewTreeObserver;->dispatchOnScrollChanged()V (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/compose/ui/platform/AndroidComposeView$Companion; (domain=app) using reflection: allowed
 2026-03-08 17:27:27.613 15093-15093 WindowOnBackDispatcher  com.example.campusguide              W  sendCancelIfRunning: isInProgress=false callback=androidx.navigationevent.OnBackInvokedInput$createOnBackAnimationCallback$1@53dac2f
 2026-03-08 17:27:27.670 15093-15110 HWUI                    com.example.campusguide              D  endAllActiveAnimators on 0x7d0d94a00dd0 (UnprojectedRipple) with handle 0x7d0e749499b0
 2026-03-08 17:27:28.007 15093-15093 InsetsController        com.example.campusguide              D  hide(ime(), fromIme=false)
 2026-03-08 17:27:28.016 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:cd7584c6: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
 2026-03-08 17:27:31.605 15093-15099 ple.campusguide         com.example.campusguide              W  Cleared Reference was only reachable from finalizer (only reported once)
 2026-03-08 17:27:31.658 15093-15099 ple.campusguide         com.example.campusguide              I  Background concurrent mark compact GC freed 19MB AllocSpace bytes, 73(3344KB) LOS objects, 34% free, 44MB/68MB, paused 460us,2.572ms total 151.420ms
 2026-03-08 17:27:33.539 15093-15093 USABILITY               com.example.campusguide              D  Dismiss Shuttle Stop Info card,12.949
 2026-03-08 17:27:33.555 15093-15093 WindowOnBackDispatcher  com.example.campusguide              W  sendCancelIfRunning: isInProgress=false callback=androidx.navigationevent.OnBackInvokedInput$createOnBackAnimationCallback$1@cd86061
 2026-03-08 17:27:33.575 15093-15110 HWUI                    com.example.campusguide              D  endAllActiveAnimators on 0x7d0d949fa060 (UnprojectedRipple) with handle 0x7d0e74981d80
 2026-03-08 17:27:33.627 15093-15093 InsetsController        com.example.campusguide              D  hide(ime(), fromIme=false)
 2026-03-08 17:27:33.627 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:685a81fc: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
 2026-03-08 17:27:43.151 15093-15093 InsetsController        com.example.campusguide              D  show(ime(), fromIme=false)
 2026-03-08 17:27:43.153 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:c685ae8a: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT_BY_INSETS_API fromUser false
 2026-03-08 17:27:43.160 15093-15093 InsetsController        com.example.campusguide              D  Setting requestedVisibleTypes to -1 (was -9)
 2026-03-08 17:27:43.193 15093-15093 AssistStructure         com.example.campusguide              I  Flattened final assist data: 532 bytes, containing 1 windows, 3 views
 2026-03-08 17:27:43.215 15093-15093 RemoteInpu...ectionImpl com.example.campusguide              W  requestCursorUpdates on inactive InputConnection
 2026-03-08 17:27:43.218 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:758aabf4: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
 2026-03-08 17:27:43.220 15093-15093 InsetsController        com.example.campusguide              D  show(ime(), fromIme=false)
 2026-03-08 17:27:43.221 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:758aabf4: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
 2026-03-08 17:27:43.537 15093-15093 InteractionJankMonitor  com.example.campusguide              W  Initializing without READ_DEVICE_CONFIG permission. enabled=false, interval=1, missedFrameThreshold=3, frameTimeThreshold=64, package=com.example.campusguide
 2026-03-08 17:27:43.765 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:c685ae8a: onShown
 2026-03-08 17:27:47.303 15093-15093 USABILITY               com.example.campusguide              D  Building suggestion clicked,13.764
 2026-03-08 17:27:47.368 15093-15093 HWUI                    com.example.campusguide              W  Image decoding logging dropped!
 2026-03-08 17:27:47.670 15093-15093 InsetsController        com.example.campusguide              D  hide(ime(), fromIme=false)
 2026-03-08 17:27:47.672 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:49d15d47: onRequestHide at ORIGIN_CLIENT reason HIDE_SOFT_INPUT_BY_INSETS_API fromUser false
 2026-03-08 17:27:47.678 15093-15093 WindowOnBackDispatcher  com.example.campusguide              W  sendCancelIfRunning: isInProgress=false callback=android.view.ImeBackAnimationController@340e9d3
 2026-03-08 17:27:47.682 15093-15093 InsetsController        com.example.campusguide              D  Setting requestedVisibleTypes to -9 (was -1)
 2026-03-08 17:27:48.034 15093-15093 ImeTracker              com.example.campusguide              I  com.example.campusguide:2ab24938: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
 2026-03-08 17:27:50.713 15093-15093 USABILITY               com.example.campusguide              D  Bottom Card Go (Search route),3.41
 2026-03-08 17:27:52.280 15093-15093 Choreographer           com.example.campusguide              I  Skipped 49 frames!  The application may be doing too much work on its main thread.
 2026-03-08 17:27:56.623 15093-15099 ple.campusguide         com.example.campusguide              I  Background concurrent mark compact GC freed 22MB AllocSpace bytes, 16(1120KB) LOS objects, 33% free, 47MB/71MB, paused 510us,3.626ms total 180.010ms
]

────────────────────────────────────────
USER PROFILE
────────────────────────────────────────
Age Range: 30
Gender: Male
Technical Expertise: Very tech-savvy
Campus Familiarity: Been to SGW campus 3 times
Accessibility Needs: None
Satisfaction Score: 4.5/5
Comments/Feedback: Not obvious to find the accessibility page — it feels hidden.
